Indicator,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Units,Time_Detail,Sex,Age,Disability status,Income,Education,Location,Grounds of discrimination,Nature,Reporting Type,Observation Status,ISOalpha3,Type,SeriesCode,Source,FootNote,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,4.40,PERCENT,2023,BOTHSEX,45-49,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,4.40,PERCENT,2024,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2020,4.3,PERCENT,2020,BOTHSEX,ALLAGE,PD,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5717173. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,4.30,PERCENT,2023,BOTHSEX,25-29,_T,_T,_T,ALLAREA,DISHEA,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,4.30,PERCENT,2023,BOTHSEX,ALLAGE,PD,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,4.30,PERCENT,2023,BOTHSEX,ALLAGE,_T,_T,ISCED11_24,ALLAREA,DISHEA,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2017,4.2,PERCENT,2017,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,MIG,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5479174. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2018,4.1,PERCENT,2018,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,MIG,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5585170. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2019,4.1,PERCENT,2019,BOTHSEX,ALLAGE,PD,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5698880. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,4.10,PERCENT,2024,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,4.00,PERCENT,2024,BOTHSEX,55-59,_T,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.90,PERCENT,2024,BOTHSEX,55-59,_T,_T,_T,ALLAREA,DISHEA,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.90,PERCENT,2024,BOTHSEX,60-64,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.90,PERCENT,2024,BOTHSEX,ALLAGE,PWD,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,3.80,PERCENT,2023,BOTHSEX,30-34,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,3.80,PERCENT,2023,BOTHSEX,45-49,_T,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.80,PERCENT,2024,BOTHSEX,ALLAGE,_T,_T,ISCED11_34,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,3.70,PERCENT,2023,BOTHSEX,65+,_T,_T,_T,ALLAREA,RELIGION,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.70,PERCENT,2024,BOTHSEX,ALLAGE,_T,_T,AGG_5T8,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2018,3.6,PERCENT,2018,MALE,ALLAGE,_T,_T,_T,ALLAREA,DISHEA,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5585170. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,3.60,PERCENT,2023,BOTHSEX,35-39,_T,_T,_T,ALLAREA,COLR,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.60,PERCENT,2024,BOTHSEX,50-54,_T,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.60,PERCENT,2024,BOTHSEX,50-54,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2018,3.5,PERCENT,2018,BOTHSEX,ALLAGE,_T,_T,_T,URBAN,DISHEA,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5585170. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2018,3.5,PERCENT,2018,MALE,ALLAGE,_T,_T,_T,ALLAREA,COLR,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5585170. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,3.50,PERCENT,2023,BOTHSEX,40-44,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2023,3.50,PERCENT,2023,BOTHSEX,20-24,_T,_T,_T,ALLAREA,COLR,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 20 years and above. Sample size: 5841270. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other.,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.50,PERCENT,2024,BOTHSEX,45-49,_T,_T,_T,ALLAREA,AGE,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2024,3.50,PERCENT,2024,BOTHSEX,ALLAGE,PD,_T,_T,ALLAREA,SEX,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",376,Israel,2018,3.4,PERCENT,2018,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,DISHEA,C,G,A,ISR,Country,VC_VOV_GDSD,National Statistical Office - Social Survey of the Central Bureau of Statistics,Time period: refers only to occurrences in the last 12 months. Age: 15-65+ years. Sample size: 5585170. Discrimination grounds (9): sex; age; disability or health status; ethnicity; colour; migration status; religion; sexual orientation and gender identity; other grounds.,,,,,,,,,,
